Ingreso,Ingreso específico,Valor,Código de entidad,Código de sector,Sector,Entidad,Año
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,449300000.0,2239,22,Educación,Instituto nacional de formación técnica profesional de san juan del cesar,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,590015804.0,2239,22,Educación,Instituto nacional de formación técnica profesional de san juan del cesar,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,1749265172.0,2239,22,Educación,Instituto nacional de formación técnica profesional de san juan del cesar,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,3673600000.0,2241,22,Educación,Instituto tolimense de formación técnica profesional,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,32900000.0,2241,22,Educación,Instituto tolimense de formación técnica profesional,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,17200000.0,2241,22,Educación,Instituto tolimense de formación técnica profesional,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,178400000.0,2241,22,Educación,Instituto tolimense de formación técnica profesional,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,1745200000.0,2242,22,Educación,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,210000000.0,2242,22,Educación,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,159800000.0,2242,22,Educación,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,104200000.0,2242,22,Educación,"Instituto técnico nacional de comercio ""simón rodríguez"" de cali",2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",1400804084853.0,2306,23,Tecnologías de la información y las comunicaciones,Fondo único de tecnologías de la información y las comunicaciones,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,2873400000.0,2306,23,Tecnologías de la información y las comunicaciones,Fondo único de tecnologías de la información y las comunicaciones,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,293081800000.0,2306,23,Tecnologías de la información y las comunicaciones,Fondo único de tecnologías de la información y las comunicaciones,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,26094823149.0,2309,23,Tecnologías de la información y las comunicaciones,Agencia nacional del espectro - ane,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",183074500000.0,2310,23,Tecnologías de la información y las comunicaciones,ANTV,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,3211100000.0,2310,23,Tecnologías de la información y las comunicaciones,ANTV,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,58362400000.0,2310,23,Tecnologías de la información y las comunicaciones,ANTV,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",349067286851.0,2402,24,Transporte,Instituto nacional de vías,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,130997400000.0,2402,24,Transporte,Instituto nacional de vías,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,258249042000.0,2412,24,Transporte,Unidad administrativa especial de la aeronáutica civil,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,239258709000.0,2412,24,Transporte,Unidad administrativa especial de la aeronáutica civil,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,160220000000.0,2412,24,Transporte,Unidad administrativa especial de la aeronáutica civil,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,59852634000.0,2413,24,Transporte,Agencia nacional de infraestructura,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,105408000000.0,2413,24,Transporte,Agencia nacional de infraestructura,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,164018000000.0,2413,24,Transporte,Agencia nacional de infraestructura,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,440000000.0,2602,26,Organismos de control,Fondo de bienestar social de la contraloría general de la república,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,553000000.0,2602,26,Organismos de control,Fondo de bienestar social de la contraloría general de la república,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,32253000000.0,2602,26,Organismos de control,Fondo de bienestar social de la contraloría general de la república,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,51759600000.0,2802,28,Registraduría,Fondo rotatorio de la registraduría,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,275400000.0,2802,28,Registraduría,Fondo rotatorio de la registraduría,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,27000000000.0,2802,28,Registraduría,Fondo rotatorio de la registraduría,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,7131000000.0,2803,28,Registraduría,Fondo social de vivienda de la registraduría nacional del estado civil,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,421943000.0,2902,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,5321500000.0,2902,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,14700000.0,2902,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,286700000.0,2902,29,Fiscalía,Instituto nacional de medicina legal y ciencias forenses,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,2737500000.0,3202,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,4750000000.0,3202,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,1412915000.0,3202,32,Ambiente y desarrollo sostenible,"Instituto de hidrología, meteorología y estudios ambientales- ideam",2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,36819150000.0,3204,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,26390457000.0,3204,32,Ambiente y desarrollo sostenible,Fondo nacional ambiental,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,5448200000.0,3304,33,"Ministerio de las culturas, las artes y los saberes",Archivo general de la nación,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,4126800000.0,3304,33,"Ministerio de las culturas, las artes y los saberes",Archivo general de la nación,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,1200000000.0,3305,33,"Ministerio de las culturas, las artes y los saberes",Instituto colombiano de antropología e historia,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,125000000.0,3305,33,"Ministerio de las culturas, las artes y los saberes",Instituto colombiano de antropología e historia,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,662600000.0,3307,33,"Ministerio de las culturas, las artes y los saberes",Instituto caro y cuervo,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",111657022517.0,3502,35,"Comercio, industria y turismo",Superintendencia de sociedades,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,100000000.0,3502,35,"Comercio, industria y turismo",Superintendencia de sociedades,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,4607977483.0,3502,35,"Comercio, industria y turismo",Superintendencia de sociedades,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",68400800000.0,3503,35,"Comercio, industria y turismo",Superintendencia de industria y comercio,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,47000000000.0,3503,35,"Comercio, industria y turismo",Superintendencia de industria y comercio,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,3069500000.0,3504,35,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,17400000000.0,3504,35,"Comercio, industria y turismo",Unidad administrativa especial junta central contadores,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,1200000000.0,3505,35,"Comercio, industria y turismo",Instituto nacional de metrología - inm,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,8724000000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",16316000000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,57425000000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,161777000000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,292346662500.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",C-CONTRIBUCIONES PARAFISCALES,399963000000.0,3602,36,Trabajo,Servicio nacional de aprendizaje (sena),2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,14420000000.0,3708,37,Interior,Unidad nacional de protección - unp,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,28837070000.0,3801,38,Empleo público,Comisión nacional del servicio civil,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,22476700000.0,3801,38,Empleo público,Comisión nacional del servicio civil,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,43919000000.0,4104,41,Inclusión social y reconciliación,Unidad de atención y reparación integral a las víctimas,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,1025000000.0,4105,41,Inclusión social y reconciliación,Centro de memoria histórica,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,735000000.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,352662000000.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2014
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",C-CONTRIBUCIONES PARAFISCALES,1161238000000.0,4106,41,Inclusión social y reconciliación,Instituto colombiano de bienestar familiar,2014
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",INGRESOS CORRIENTES DE LA NACION,102167860000000.0,,,Nación,Nación,2015
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",INGRESOS CORRIENTES DE LA NACION,920940000000.0,,,Nación,Nación,2015
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,9551650648486.0,,,Nación,Nación,2015
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,918661018786.0,,,Nación,Nación,2015
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,9975090000000.0,,,Nación,Nación,2015
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,34477000000000.0,,,Nación,Nación,2015
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,10058472943932.0,,,Nación,Nación,2015
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,658988684862.0,,,Nación,Nación,2015
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RECURSOS DE CAPITAL DE LA NACION,190225357682.0,,,Nación,Nación,2015
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",RENTAS PARAFISCALES,1368187459056.0,,,Nación,Nación,2015
"I - INGRESOS DEL PRESUPUESTO NACIONAL
",FONDOS ESPECIALES,20527284260938.0,,,Nación,Nación,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,13309000000.0,209,2,Presidencia de la república,"Agencia presidencial de cooperación internacional de colombia, apc - colombia",2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",94309800000.0,324,3,Planeación,Superintendencia de servicios públicos domiciliarios,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,32668100000.0,324,3,Planeación,Superintendencia de servicios públicos domiciliarios,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,1200000000.0,402,4,Información estadística,Fondo rotatorio del dane,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,8713326000.0,402,4,Información estadística,Fondo rotatorio del dane,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,300000000.0,402,4,Información estadística,Fondo rotatorio del dane,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,40233402000.0,403,4,Información estadística,Instituto geográfico agustín codazzi - igac,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,113014528.0,403,4,Información estadística,Instituto geográfico agustín codazzi - igac,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,410000000.0,403,4,Información estadística,Instituto geográfico agustín codazzi - igac,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,19664000000.0,503,5,Empleo público,Escuela superior de administración pública (esap),2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,2108800000.0,503,5,Empleo público,Escuela superior de administración pública (esap),2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,42684200000.0,503,5,Empleo público,Escuela superior de administración pública (esap),2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",C-CONTRIBUCIONES PARAFISCALES,119926115000.0,503,5,Empleo público,Escuela superior de administración pública (esap),2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,166733230860.0,1102,11,Relaciones exteriores,Fondo rotatorio del ministerio de relaciones exteriores,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,13434780000.0,1102,11,Relaciones exteriores,Fondo rotatorio del ministerio de relaciones exteriores,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",12919750000.0,1104,11,Relaciones exteriores,Unidad administrativa especial migración colombia,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,150000000.0,1104,11,Relaciones exteriores,Unidad administrativa especial migración colombia,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,2718000000.0,1104,11,Relaciones exteriores,Unidad administrativa especial migración colombia,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,11210000000.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",620000000000.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,3152000000.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,58307000000.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,109377953380.0,1204,12,Justicia y del derecho,Superintendencia de notariado y registro,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,244440000.0,1208,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",FONDOS ESPECIALES,100398057545.0,1208,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,229740000.0,1208,12,Justicia y del derecho,Instituto nacional penitenciario y carcelario - inpec,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,10000000.0,1309,13,Hacienda,Superintendencia de la economía solidaria,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",16517000000.0,1309,13,Hacienda,Superintendencia de la economía solidaria,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,7682200000.0,1309,13,Hacienda,Superintendencia de la economía solidaria,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,4318300000.0,1310,13,Hacienda,Unidad administrativa especial dirección de impuestos y aduanas nacionales,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,6645000000.0,1310,13,Hacienda,Unidad administrativa especial dirección de impuestos y aduanas nacionales,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,100000000.0,1313,13,Hacienda,Superintendencia financiera de colombia,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",175404072840.0,1313,13,Hacienda,Superintendencia financiera de colombia,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,300000000.0,1313,13,Hacienda,Superintendencia financiera de colombia,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,23000000000.0,1313,13,Hacienda,Superintendencia financiera de colombia,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE AFILIADOS,130193000000.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",16021000000.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,20828000000.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,77813000000.0,1503,15,Defensa y policía,Caja de retiro de las fuerzas militares,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,9284000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,4900000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",12800000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,12300000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,2542000000.0,1507,15,Defensa y policía,Instituto casas fiscales del ejército,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,1650000000.0,1508,15,Defensa y policía,"Defensa civil colombiana, guillermo león valencia",2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,626000000.0,1508,15,Defensa y policía,"Defensa civil colombiana, guillermo león valencia",2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,20578000000.0,1510,15,Defensa y policía,Club militar de oficiales,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,19370000000.0,1510,15,Defensa y policía,Club militar de oficiales,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,5213000000.0,1510,15,Defensa y policía,Club militar de oficiales,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE AFILIADOS,141843000000.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",26372000000.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,13928000000.0,1511,15,Defensa y policía,Caja de sueldos de retiro de la policía nacional,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,87504000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,188998000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",309000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,87846000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,21944000000.0,1512,15,Defensa y policía,Fondo rotatorio de la policía,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
","TASAS, MULTAS Y CONTRIBUCIONES",12945000000.0,1516,15,Defensa y policía,Superintendencia de vigilancia y seguridad privada,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,2728000000.0,1516,15,Defensa y policía,Superintendencia de vigilancia y seguridad privada,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,231213000000.0,1519,15,Defensa y policía,Hospital militar,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,3709000000.0,1519,15,Defensa y policía,Hospital militar,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,15247000000.0,1519,15,Defensa y policía,Hospital militar,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,217322000000.0,1520,15,Defensa y policía,Agencia logística de las fuerzas militares,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OPERACIONES COMERCIALES,730448429120.0,1520,15,Defensa y policía,Agencia logística de las fuerzas militares,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,31090000000.0,1520,15,Defensa y policía,Agencia logística de las fuerzas militares,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,22057000000.0,1520,15,Defensa y policía,Agencia logística de las fuerzas militares,2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,36068576000.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",APORTES DE OTRAS ENTIDADES,2000000000.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",OTROS INGRESOS,3167000000.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",B-RECURSOS DE CAPITAL,20510994000.0,1702,17,Agricultura y desarrollo rural,Instituto colombiano agropecuario (ica),2015
"II - INGRESOS DE LOS ESTABLECIMIENTOS PUBLICOS
",VENTA DE BIENES Y SERVICIOS,36500000.0,1713,17,Agricultura y desarrollo rural,Incoder,2015
